Number	|	Question	|	Answer	|	Step 1	|	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
	|	What is  5277 divided by  58 equal to?	|	5277 divided by  58 is equal to 90 with a remainder of 57	|	"The first three digits of the dividend, 527,  are divisible by 58, as 58 times 9 equals 522, which when subtracted leaves a remainder of 5"	|	"Then, as the remainder was 5 which, taken together with the next digit, equals 57 is not divisible by 58,  you need to add a zero to the quotient, and 57 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  9827 divided by  42 equal to?	|	9827 divided by  42 is equal to 233 with a remainder of 41	|	"The first two digits of the dividend, 98,  are divisible by 42, as 42 times 2 equals 84, which when subtracted leaves a remainder of 14"	|	"Then take the remainder from the first step, 14 , and the next digit from the dividend, which, together, gives you 142 which is divisible by 42, as 42 times 3 equals 126, which when subtracted leaves a remainder of 16"	|	"Then take the remainder from the second step, 16, and the next digit from the dividend, which, together, gives you 167 which is divisible by 42, as 42 times 3 equals 126, which when subtracted leaves a remainder of 41"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  266 divided by  70 equal to?	|	266 divided by  70 is equal to 3 with a remainder of 56	|	"The first three digits of the dividend, 266,  are divisible by 70, as 70 times 3 equals 210, which when subtracted leaves a remainder of 56"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  3147 divided by  81 equal to?	|	3147 divided by  81 is equal to 38 with a remainder of 69	|	"The first three digits of the dividend, 314,  are divisible by 81, as 81 times 3 equals 243, which when subtracted leaves a remainder of 71"	|	"Then take the remainder from the first step, 71 , and the next digit from the dividend, which, together, gives you 717 which is divisible by 81, as 81 times 8 equals 648, which when subtracted leaves a remainder of 69"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7201 divided by  42 equal to?	|	7201 divided by  42 is equal to 171 with a remainder of 19	|	"The first two digits of the dividend, 72,  are divisible by 42, as 42 times 1 equals 42, which when subtracted leaves a remainder of 30"	|	"Then take the remainder from the first step, 30 , and the next digit from the dividend, which, together, gives you 300 which is divisible by 42, as 42 times 7 equals 294, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the second step, 6, and the next digit from the dividend, which, together, gives you 61 which is divisible by 42, as 42 times 1 equals 42, which when subtracted leaves a remainder of 19"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7436 divided by  91 equal to?	|	7436 divided by  91 is equal to 81 with a remainder of 65	|	"The first three digits of the dividend, 743,  are divisible by 91, as 91 times 8 equals 728, which when subtracted leaves a remainder of 15"	|	"Then take the remainder from the first step, 15 , and the next digit from the dividend, which, together, gives you 156 which is divisible by 91, as 91 times 1 equals 91, which when subtracted leaves a remainder of 65"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  239 divided by  98 equal to?	|	239 divided by  98 is equal to 2 with a remainder of 43	|	"The first three digits of the dividend, 239,  are divisible by 98, as 98 times 2 equals 196, which when subtracted leaves a remainder of 43"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7877 divided by  11 equal to?	|	7877 divided by  11 is equal to 716 with a remainder of 1	|	"The first two digits of the dividend, 78,  are divisible by 11, as 11 times 7 equals 77, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 17 which is divisible by 11, as 11 times 1 equals 11, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the second step, 6, and the next digit from the dividend, which, together, gives you 67 which is divisible by 11, as 11 times 6 equals 66, which when subtracted leaves a remainder of 1"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  4993 divided by  95 equal to?	|	4993 divided by  95 is equal to 52 with a remainder of 53	|	"The first three digits of the dividend, 499,  are divisible by 95, as 95 times 5 equals 475, which when subtracted leaves a remainder of 24"	|	"Then take the remainder from the first step, 24 , and the next digit from the dividend, which, together, gives you 243 which is divisible by 95, as 95 times 2 equals 190, which when subtracted leaves a remainder of 53"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  1907 divided by  4 equal to?	|	1907 divided by  4 is equal to 476 with a remainder of 3	|	"The first two digits of the dividend, 19,  are divisible by 4, as 4 times 4 equals 16, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 30 which is divisible by 4, as 4 times 7 equals 28, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the second step, 2, and the next digit from the dividend, which, together, gives you 27 which is divisible by 4, as 4 times 6 equals 24, which when subtracted leaves a remainder of 3"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  521 divided by  8 equal to?	|	521 divided by  8 is equal to 65 with a remainder of 1	|	"The first two digits of the dividend, 52,  are divisible by 8, as 8 times 6 equals 48, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the first step, 4 , and the next digit from the dividend, which, together, gives you 41 which is divisible by 8, as 8 times 5 equals 40, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  9011 divided by  58 equal to?	|	9011 divided by  58 is equal to 155 with a remainder of 21	|	"The first two digits of the dividend, 90,  are divisible by 58, as 58 times 1 equals 58, which when subtracted leaves a remainder of 32"	|	"Then take the remainder from the first step, 32 , and the next digit from the dividend, which, together, gives you 321 which is divisible by 58, as 58 times 5 equals 290, which when subtracted leaves a remainder of 31"	|	"Then take the remainder from the second step, 31, and the next digit from the dividend, which, together, gives you 311 which is divisible by 58, as 58 times 5 equals 290, which when subtracted leaves a remainder of 21"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7534 divided by  36 equal to?	|	7534 divided by  36 is equal to 209 with a remainder of 10	|	"The first two digits of the dividend, 75,  are divisible by 36, as 36 times 2 equals 72, which when subtracted leaves a remainder of 3"	|	"Then, as the remainder was 3 which, taken together with the next digit, equals 33 is not divisible by 36,  you need to add a zero to the quotient, and 33 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 33, and the next digit from the dividend, which, together, gives you 334 which is divisible by 36, as 36 times 9 equals 324, which when subtracted leaves a remainder of 10"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  2124 divided by  91 equal to?	|	2124 divided by  91 is equal to 23 with a remainder of 31	|	"The first three digits of the dividend, 212,  are divisible by 91, as 91 times 2 equals 182, which when subtracted leaves a remainder of 30"	|	"Then take the remainder from the first step, 30 , and the next digit from the dividend, which, together, gives you 304 which is divisible by 91, as 91 times 3 equals 273, which when subtracted leaves a remainder of 31"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  192 divided by  9 equal to?	|	192 divided by  9 is equal to 21 with a remainder of 3	|	"The first two digits of the dividend, 19,  are divisible by 9, as 9 times 2 equals 18, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 12 which is divisible by 9, as 9 times 1 equals 9, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  5630 divided by  42 equal to?	|	5630 divided by  42 is equal to 134 with a remainder of 2	|	"The first two digits of the dividend, 56,  are divisible by 42, as 42 times 1 equals 42, which when subtracted leaves a remainder of 14"	|	"Then take the remainder from the first step, 14 , and the next digit from the dividend, which, together, gives you 143 which is divisible by 42, as 42 times 3 equals 126, which when subtracted leaves a remainder of 17"	|	"Then take the remainder from the second step, 17, and the next digit from the dividend, which, together, gives you 170 which is divisible by 42, as 42 times 4 equals 168, which when subtracted leaves a remainder of 2"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  4106 divided by  77 equal to?	|	4106 divided by  77 is equal to 53 with a remainder of 25	|	"The first three digits of the dividend, 410,  are divisible by 77, as 77 times 5 equals 385, which when subtracted leaves a remainder of 25"	|	"Then take the remainder from the first step, 25 , and the next digit from the dividend, which, together, gives you 256 which is divisible by 77, as 77 times 3 equals 231, which when subtracted leaves a remainder of 25"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  7166 divided by  74 equal to?	|	7166 divided by  74 is equal to 96 with a remainder of 62	|	"The first three digits of the dividend, 716,  are divisible by 74, as 74 times 9 equals 666, which when subtracted leaves a remainder of 50"	|	"Then take the remainder from the first step, 50 , and the next digit from the dividend, which, together, gives you 506 which is divisible by 74, as 74 times 6 equals 444, which when subtracted leaves a remainder of 62"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  8135 divided by  20 equal to?	|	8135 divided by  20 is equal to 406 with a remainder of 15	|	"The first two digits of the dividend, 81,  are divisible by 20, as 20 times 4 equals 80, which when subtracted leaves a remainder of 1"	|	"Then, as the remainder was 1 which, taken together with the next digit, equals 13 is not divisible by 20,  you need to add a zero to the quotient, and 13 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 13, and the next digit from the dividend, which, together, gives you 135 which is divisible by 20, as 20 times 6 equals 120, which when subtracted leaves a remainder of 15"	|		|		|	LONG DIVISION	|	DIVISION	|	6
	|	What is  6616 divided by  76 equal to?	|	6616 divided by  76 is equal to 87 with a remainder of 4	|	"The first three digits of the dividend, 661,  are divisible by 76, as 76 times 8 equals 608, which when subtracted leaves a remainder of 53"	|	"Then take the remainder from the first step, 53 , and the next digit from the dividend, which, together, gives you 536 which is divisible by 76, as 76 times 7 equals 532, which when subtracted leaves a remainder of 4"	|		|		|		|	LONG DIVISION	|	DIVISION	|	6
