
Tempplate Number	|	Question	|	Answer	|	Step 1	| Q D D R M,	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
6	|	"if Garry picked 30 fruit,  and 24 were mandarine oranges, then how many coconuts did he pick?"	|	Garry picked 18 coconuts	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Dixie played in 65 soccer games this year. Last year, she played in 99 games. How many soccer games did she play in total?"	|	Dixie played in a total of 164 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Agnus played in 54 hockey games this year. Last year, she played in 34 games. How many hockey games did she play in total?"	|	Agnus played in a total of 88 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 7 purple coloured pencils. If there are 7 children, how many purple coloured pencils are there in total?"	|	There are 49 purple coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Margot has 20 donkeys, and Horace gives her 22 donkeys, then how many donkeys does she have altogether?"	|	Margot has a total of 42 donkeys	|		|		|		|		|		|	Word Problem	|	addition	|	3
4	|	"If Brianne has 11 cows, and Gary gives her 17 cows, then how many cows does she have altogether?"	|	Brianne has a total of 28 cows	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 8 blue coloured crayons. If there are 9 children, how many blue coloured crayons are there in total?"	|	There are 72 blue coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 1 grubs. If there are 8 children, how many grubs are there in total?"	|	There are 8 grubs in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 7 blue coloured pencils. If there are 5 children, how many blue coloured pencils are there in total?"	|	There are 35 blue coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Chanell picked 8 fruit,  and 2 were lime, then how many rock melons did she pick?"	|	Chanell picked 4 rock melons	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Myrtis saw 36 insects,  and 16 were gnats, then how many snails did she see?"	|	Myrtis saw 4 snails	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 lions. If there are 10 children, how many lions are there in total?"	|	There are 100 lions in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Malena had 2 orange coloured pencils, and Hogan had 22 red-violet coloured pencils, then how many pencils did they have altogether?"	|	"Together,  Malena and Hogan had 24 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Minor played in 81 hockey games this year. Last year, he played in 76 games. How many hockey games did he play in total?"	|	Minor played in a total of 157 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Carleen played in 28 hockey games this year. Last year, she played in 87 games. How many hockey games did she play in total?"	|	Carleen played in a total of 115 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Tonie placed 64 crayons,  and 45 were carmine coloured crayons, then how many magenta coloured crayons did she put?"	|	Tonie placed 26 magenta coloured crayons	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Merwyn placed 35 silver coloured pencils, and Lurlene placed 24 pink coloured pencils, then how many pencils did they put altogether?"	|	"Together,  Merwyn and Lurlene placed 59 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
9	|	"Rosaria played in 20 basketball games this year. Last year, she played in 15 games. How many basketball games did she play in total?"	|	Rosaria played in a total of 35 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
12	|	in the desk there are 15 navy blue coloured markers. If we remove 14 of the navy blue coloured markers how many navy blue coloured markers would we have left?	|	There would be  1 navy blue coloured markers left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 9 squirrels. If there are 4 children, how many squirrels are there in total?"	|	There are 36 squirrels in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 3 turtles. If there are 9 children, how many turtles are there in total?"	|	There are 27 turtles in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Jereme played in 78 basketball games this year. Last year, he played in 65 games. How many basketball games did he play in total?"	|	Jereme played in a total of 143 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Corey played in 96 soccer games this year. Last year, he played in 50 games. How many soccer games did he play in total?"	|	Corey played in a total of 146 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Lucia played in 34 soccer games this year. Last year, she played in 40 games. How many soccer games did she play in total?"	|	Lucia played in a total of 74 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 10 orange-red coloured markers. If there are 2 children, how many orange-red coloured markers are there in total?"	|	There are 20 orange-red coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Gav played in 30 basketball games this year. Last year, he played in 37 games. How many basketball games did he play in total?"	|	Gav played in a total of 67 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Norene played in 92 soccer games this year. Last year, she played in 92 games. How many soccer games did she play in total?"	|	Norene played in a total of 184 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Giff played in 15 soccer games this year. Last year, he played in 82 games. How many soccer games did he play in total?"	|	Giff played in a total of 97 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 4 moths. If there are 3 children, how many moths are there in total?"	|	There are 12 moths in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 6 azure coloured markers. If there are 1 children, how many azure coloured markers are there in total?"	|	There are 6 azure coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
10	|	"if Karney sold 564 fruit at the farm and 321 were gooseberries, then how many blackberries did he sell at the farm?"	|	Karney sold 78 blackberries	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the backyard there are 11 squirrels. If we remove 4 of the squirrels how many squirrels would we have left?	|	There would be  7 squirrels left in the backyard.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Ethyl counted 20 insects in the backyard and 8 were gnats, then how many caterpillars did she count in the backyard?"	|	Ethyl counted 4 caterpillars	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Marie played in 94 hockey games this year. Last year, she played in 90 games. How many hockey games did she play in total?"	|	Marie played in a total of 184 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 2 rose coloured pencils. If there are 2 children, how many rose coloured pencils are there in total?"	|	There are 4 rose coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Rene has 33 lavender coloured crayons, and Carlie gives her 26 lavender coloured crayons, then how many lavender coloured crayons does she have altogether?"	|	Rene has a total of 59 lavender coloured crayons	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Kathie has 0 , and gives Derick 0 of her , then how many  does she have left?"	|	Kathie has 0  left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Marilyn has 19 oranges, and gives Adamo 8 of her oranges, then how many oranges does she have left?"	|	Marilyn has 11 oranges left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
8	|	"Vale played in 49 soccer games this year. Last year, he played in 99 games. How many soccer games did he play in total?"	|	Vale played in a total of 148 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
5	|	"If Emerald has 29 gold coloured pencils, and gives Mildred 9 of her gold coloured pencils, then how many gold coloured pencils does she have left?"	|	Emerald has 20 gold coloured pencils left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 2 elderberries. If there are 5 children, how many elderberries are there in total?"	|	There are 10 elderberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Fraze played in 85 hockey games this year. Last year, he played in 77 games. How many hockey games did he play in total?"	|	Fraze played in a total of 162 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Ilse played in 6 basketball games this year. Last year, she played in 82 games. How many basketball games did she play in total?"	|	Ilse played in a total of 88 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Tyrus played in 91 basketball games this year. Last year, he played in 27 games. How many basketball games did he play in total?"	|	Tyrus played in a total of 118 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 1 damson plums. If there are 4 children, how many damson plums are there in total?"	|	There are 4 damson plums in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Etan played in 8 hockey games this year. Last year, he played in 33 games. How many hockey games did he play in total?"	|	Etan played in a total of 41 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Ram played in 46 basketball games this year. Last year, he played in 87 games. How many basketball games did he play in total?"	|	Ram played in a total of 133 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 6 rabbits. If there are 2 children, how many rabbits are there in total?"	|	There are 12 rabbits in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Britany has 51 pink coloured markers, and Joye gives her 22 pink coloured markers, then how many pink coloured markers does she have altogether?"	|	Britany has a total of 73 pink coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
3	|	"if Nadine placed 25 belt, and Yevette placed 42 pair of gloves, then how many clothes did they put altogether?"	|	"Together,  Nadine and Yevette placed 67 clothes"	|		|		|		|		|		|	Word Problem	|	addition	|	3
8	|	"Haywood played in 25 soccer games this year. Last year, he played in 15 games. How many soccer games did he play in total?"	|	Haywood played in a total of 40 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Gal played in 53 basketball games this year. Last year, he played in 22 games. How many basketball games did he play in total?"	|	Gal played in a total of 75 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Devora played in 97 soccer games this year. Last year, she played in 67 games. How many soccer games did she play in total?"	|	Devora played in a total of 164 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Hassie saw 9 insects,  and 5 were moths, then how many gnats did she see?"	|	Hassie saw 1 gnats	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Rudie played in 82 basketball games this year. Last year, he played in 14 games. How many basketball games did he play in total?"	|	Rudie played in a total of 96 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Niccolo played in 24 basketball games this year. Last year, he played in 81 games. How many basketball games did he play in total?"	|	Niccolo played in a total of 105 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Karren played in 34 soccer games this year. Last year, she played in 70 games. How many soccer games did she play in total?"	|	Karren played in a total of 104 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Holmes played in 13 hockey games this year. Last year, he played in 17 games. How many hockey games did he play in total?"	|	Holmes played in a total of 30 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 10 strawberries. If there are 2 children, how many strawberries are there in total?"	|	There are 20 strawberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Xenos has 18 donkeys, and Ethelyn gives him 6 donkeys, then how many donkeys does he have altogether?"	|	Xenos has a total of 24 donkeys	|		|		|		|		|		|	Word Problem	|	addition	|	3
9	|	"Bryn played in 92 basketball games this year. Last year, he played in 45 games. How many basketball games did he play in total?"	|	Bryn played in a total of 137 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Brose fed 19 farm animals,  and 11 were rabbits, then how many chickens did he feed?"	|	Brose fed 3 chickens	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Dennise played in 98 basketball games this year. Last year, she played in 59 games. How many basketball games did she play in total?"	|	Dennise played in a total of 157 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Leigh fed 28 animals,  and 21 were kittens, then how many kittens did she feed?"	|	Leigh fed 14 kittens	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 3 goats. If there are 2 children, how many goats are there in total?"	|	There are 6 goats in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Brodie has 45 ants, and Nolly gives him 72 ants, then how many ants does he have altogether?"	|	Brodie has a total of 117 ants	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Harman counted 11 insects,  and 8 were , then how many spiders did he count?"	|	Harman counted 5 spiders	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Alyson placed 35 crayons in the desk and 17 were copper coloured crayons, then how many red-violet coloured crayons did she put in the desk?"	|	Alyson placed 1 red-violet coloured crayons	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
